State,District,Year,Season,Crop,Area,Yield,Rainfall
Uttar Pradesh,SHAHJAHANPUR,2014,Summer     ,Rice,5379,15088,
Uttar Pradesh,SHAMLI,2012,Kharif     ,Rice,20766,53639,
Uttar Pradesh,SHAMLI,2012,Summer     ,Rice,25,65,
Uttar Pradesh,SHAMLI,2013,Kharif     ,Rice,19778,52234,
Uttar Pradesh,SHAMLI,2013,Summer     ,Rice,78,206,
Uttar Pradesh,SHAMLI,2014,Kharif     ,Rice,22666,59952,
Uttar Pradesh,SHAMLI,2014,Summer     ,Rice,257,680,
Uttar Pradesh,SHRAVASTI,1997,Kharif     ,Rice,69338,102960,
Uttar Pradesh,SHRAVASTI,1998,Kharif     ,Rice,70718,115290,
Uttar Pradesh,SHRAVASTI,1999,Kharif     ,Rice,73377,124666,
Uttar Pradesh,SHRAVASTI,2000,Kharif     ,Rice,77496,138415,
Uttar Pradesh,SHRAVASTI,2001,Kharif     ,Rice,73835,142250,
Uttar Pradesh,SHRAVASTI,2002,Kharif     ,Rice,68489,62505,
Uttar Pradesh,SHRAVASTI,2003,Kharif     ,Rice,66303,125715,
Uttar Pradesh,SHRAVASTI,2004,Kharif     ,Rice,69819,112400,
Uttar Pradesh,SHRAVASTI,2005,Kharif     ,Rice,72030,129294,
Uttar Pradesh,SHRAVASTI,2006,Kharif     ,Rice,66170,95152,
Uttar Pradesh,SHRAVASTI,2007,Kharif     ,Rice,69358,129561,
Uttar Pradesh,SHRAVASTI,2008,Kharif     ,Rice,71092,162801,
Uttar Pradesh,SHRAVASTI,2008,Summer     ,Rice,12,27,
Uttar Pradesh,SHRAVASTI,2009,Kharif     ,Rice,68558,147125,
Uttar Pradesh,SHRAVASTI,2010,Kharif     ,Rice,71137,135658,
Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Rice,74974,139452,
Uttar Pradesh,SHRAVASTI,2012,Kharif     ,Rice,73500,163832,
Uttar Pradesh,SHRAVASTI,2013,Kharif     ,Rice,75337,155119,
Uttar Pradesh,SHRAVASTI,2014,Kharif     ,Rice,79949,173889,
Uttar Pradesh,SIDDHARTH NAGAR,1997,Kharif     ,Rice,180716,325255,
Uttar Pradesh,SIDDHARTH NAGAR,1997,Summer     ,Rice,64,115,
Uttar Pradesh,SIDDHARTH NAGAR,1998,Kharif     ,Rice,149112,156394,
Uttar Pradesh,SIDDHARTH NAGAR,1998,Summer     ,Rice,48,50,
Uttar Pradesh,SIDDHARTH NAGAR,1999,Kharif     ,Rice,165261,339177,
Uttar Pradesh,SIDDHARTH NAGAR,1999,Summer     ,Rice,53,109,
Uttar Pradesh,SIDDHARTH NAGAR,2000,Kharif     ,Rice,165059,273971,
Uttar Pradesh,SIDDHARTH NAGAR,2000,Summer     ,Rice,48,80,
Uttar Pradesh,SIDDHARTH NAGAR,2001,Kharif     ,Rice,152097,280586,
Uttar Pradesh,SIDDHARTH NAGAR,2001,Summer     ,Rice,20,37,
Uttar Pradesh,SIDDHARTH NAGAR,2002,Kharif     ,Rice,169559,137859,
Uttar Pradesh,SIDDHARTH NAGAR,2003,Kharif     ,Rice,173147,362578,
Uttar Pradesh,SIDDHARTH NAGAR,2004,Kharif     ,Rice,169257,149191,
Uttar Pradesh,SIDDHARTH NAGAR,2005,Kharif     ,Rice,173147,288290,
Uttar Pradesh,SIDDHARTH NAGAR,2006,Kharif     ,Rice,170011,236995,
Uttar Pradesh,SIDDHARTH NAGAR,2007,Kharif     ,Rice,187537,391390,
Uttar Pradesh,SIDDHARTH NAGAR,2008,Kharif     ,Rice,171877,405973,
Uttar Pradesh,SIDDHARTH NAGAR,2009,Kharif     ,Rice,172893,363940,
Uttar Pradesh,SIDDHARTH NAGAR,2010,Kharif     ,Rice,175157,415297,
Uttar Pradesh,SIDDHARTH NAGAR,2011,Kharif     ,Rice,169824,435429,
Uttar Pradesh,SIDDHARTH NAGAR,2012,Kharif     ,Rice,160991,411332,
Uttar Pradesh,SIDDHARTH NAGAR,2013,Kharif     ,Rice,173903,477016,
Uttar Pradesh,SIDDHARTH NAGAR,2014,Kharif     ,Rice,170404,414082,
Uttar Pradesh,SITAPUR,1997,Kharif     ,Rice,141093,313355,
Uttar Pradesh,SITAPUR,1998,Kharif     ,Rice,141182,250568,
Uttar Pradesh,SITAPUR,1999,Kharif     ,Rice,156206,320394,
Uttar Pradesh,SITAPUR,2000,Kharif     ,Rice,163309,232696,
Uttar Pradesh,SITAPUR,2001,Kharif     ,Rice,160975,276372,
Uttar Pradesh,SITAPUR,2002,Kharif     ,Rice,119808,188830,
Uttar Pradesh,SITAPUR,2003,Kharif     ,Rice,140773,262915,
Uttar Pradesh,SITAPUR,2004,Kharif     ,Rice,158642,241358,
Uttar Pradesh,SITAPUR,2005,Kharif     ,Rice,133490,221860,
Uttar Pradesh,SITAPUR,2006,Kharif     ,Rice,158642,257317,
Uttar Pradesh,SITAPUR,2006,Summer     ,Rice,10,16,
Uttar Pradesh,SITAPUR,2007,Kharif     ,Rice,149280,260494,
Uttar Pradesh,SITAPUR,2007,Summer     ,Rice,15,26,
Uttar Pradesh,SITAPUR,2008,Kharif     ,Rice,148440,257098,
Uttar Pradesh,SITAPUR,2008,Summer     ,Rice,62,107,
Uttar Pradesh,SITAPUR,2009,Kharif     ,Rice,148649,275595,
Uttar Pradesh,SITAPUR,2009,Summer     ,Rice,25,46,
Uttar Pradesh,SITAPUR,2010,Kharif     ,Rice,156947,310441,
Uttar Pradesh,SITAPUR,2010,Summer     ,Rice,29,57,
Uttar Pradesh,SITAPUR,2011,Kharif     ,Rice,155655,346177,
Uttar Pradesh,SITAPUR,2011,Summer     ,Rice,26,58,
Uttar Pradesh,SITAPUR,2012,Kharif     ,Rice,162205,388481,
Uttar Pradesh,SITAPUR,2012,Summer     ,Rice,26,63,
Uttar Pradesh,SITAPUR,2013,Kharif     ,Rice,169741,413998,
Uttar Pradesh,SITAPUR,2013,Summer     ,Rice,44,107,
Uttar Pradesh,SITAPUR,2014,Kharif     ,Rice,164128,382911,
Uttar Pradesh,SITAPUR,2014,Summer     ,Rice,75,175,
Uttar Pradesh,SONBHADRA,1997,Kharif     ,Rice,80194,126656,
Uttar Pradesh,SONBHADRA,1998,Kharif     ,Rice,80496,147115,
Uttar Pradesh,SONBHADRA,1999,Kharif     ,Rice,85193,174875,
Uttar Pradesh,SONBHADRA,2000,Kharif     ,Rice,86337,125793,
Uttar Pradesh,SONBHADRA,2001,Kharif     ,Rice,89244,181172,
Uttar Pradesh,SONBHADRA,2002,Kharif     ,Rice,79557,113616,
Uttar Pradesh,SONBHADRA,2003,Kharif     ,Rice,96168,182495,
Uttar Pradesh,SONBHADRA,2004,Kharif     ,Rice,68909,34420,
Uttar Pradesh,SONBHADRA,2005,Kharif     ,Rice,82683,83841,
Uttar Pradesh,SONBHADRA,2006,Kharif     ,Rice,82060,120218,
Uttar Pradesh,SONBHADRA,2007,Kharif     ,Rice,30582,31408,
Uttar Pradesh,SONBHADRA,2008,Kharif     ,Rice,27301,37703,
Uttar Pradesh,SONBHADRA,2009,Kharif     ,Rice,17327,21399,
Uttar Pradesh,SONBHADRA,2010,Kharif     ,Rice,27442,42014,
Uttar Pradesh,SONBHADRA,2011,Kharif     ,Rice,32987,67260,
Uttar Pradesh,SONBHADRA,2012,Kharif     ,Rice,35344,73586,
Uttar Pradesh,SONBHADRA,2013,Kharif     ,Rice,30842,66680,
Uttar Pradesh,SONBHADRA,2014,Kharif     ,Rice,29426,52290,
Uttar Pradesh,SULTANPUR,1997,Kharif     ,Rice,158244,334187,
Uttar Pradesh,SULTANPUR,1997,Summer     ,Rice,18,38,
Uttar Pradesh,SULTANPUR,1998,Kharif     ,Rice,159948,317796,
Uttar Pradesh,SULTANPUR,1998,Summer     ,Rice,8,16,
Uttar Pradesh,SULTANPUR,1999,Kharif     ,Rice,159882,340777,
Uttar Pradesh,SULTANPUR,1999,Summer     ,Rice,9,19,
Uttar Pradesh,SULTANPUR,2000,Kharif     ,Rice,160083,329111,
Uttar Pradesh,SULTANPUR,2000,Summer     ,Rice,7,14,
Uttar Pradesh,SULTANPUR,2001,Kharif     ,Rice,160521,358439,
Uttar Pradesh,SULTANPUR,2001,Summer     ,Rice,17,38,
Uttar Pradesh,SULTANPUR,2002,Kharif     ,Rice,127534,263269,
Uttar Pradesh,SULTANPUR,2003,Kharif     ,Rice,157553,358923,
Uttar Pradesh,SULTANPUR,2004,Kharif     ,Rice,155041,315565,
Uttar Pradesh,SULTANPUR,2005,Kharif     ,Rice,156578,333041,
Uttar Pradesh,SULTANPUR,2006,Kharif     ,Rice,157713,281833,
Uttar Pradesh,SULTANPUR,2007,Kharif     ,Rice,156243,320923,
Uttar Pradesh,SULTANPUR,2008,Kharif     ,Rice,173487,380110,
Uttar Pradesh,SULTANPUR,2009,Kharif     ,Rice,133285,303223,
Uttar Pradesh,SULTANPUR,2010,Kharif     ,Rice,90048,216836,
Uttar Pradesh,SULTANPUR,2011,Kharif     ,Rice,93636,227161,
Uttar Pradesh,SULTANPUR,2012,Kharif     ,Rice,93861,236060,
Uttar Pradesh,SULTANPUR,2013,Kharif     ,Rice,93449,227735,
Uttar Pradesh,SULTANPUR,2014,Kharif     ,Rice,85103,151568,
Uttar Pradesh,UNNAO,1997,Kharif     ,Rice,93169,158595,
Uttar Pradesh,UNNAO,1998,Kharif     ,Rice,96125,141883,
Uttar Pradesh,UNNAO,1999,Kharif     ,Rice,97663,146633,
Uttar Pradesh,UNNAO,2000,Kharif     ,Rice,93204,105622,
Uttar Pradesh,UNNAO,2001,Kharif     ,Rice,99276,155812,
Uttar Pradesh,UNNAO,2002,Kharif     ,Rice,59042,84666,
Uttar Pradesh,UNNAO,2003,Kharif     ,Rice,87407,169705,
Uttar Pradesh,UNNAO,2003,Summer     ,Rice,1,2,
Uttar Pradesh,UNNAO,2004,Kharif     ,Rice,94154,164546,
Uttar Pradesh,UNNAO,2005,Kharif     ,Rice,87407,150078,
Uttar Pradesh,UNNAO,2006,Kharif     ,Rice,89698,129883,
Uttar Pradesh,UNNAO,2007,Kharif     ,Rice,90658,171525,
Uttar Pradesh,UNNAO,2008,Kharif     ,Rice,91689,193922,
Uttar Pradesh,UNNAO,2009,Kharif     ,Rice,56056,100452,
Uttar Pradesh,UNNAO,2010,Kharif     ,Rice,81000,138186,
Uttar Pradesh,UNNAO,2010,Summer     ,Rice,11,19,
Uttar Pradesh,UNNAO,2011,Kharif     ,Rice,96881,173708,
Uttar Pradesh,UNNAO,2012,Kharif     ,Rice,98269,192804,
Uttar Pradesh,UNNAO,2012,Summer     ,Rice,11,22,
Uttar Pradesh,UNNAO,2013,Kharif     ,Rice,102455,218229,
Uttar Pradesh,UNNAO,2014,Kharif     ,Rice,96435,161818,
Uttar Pradesh,UNNAO,2014,Summer     ,Rice,1,2,
Uttar Pradesh,VARANASI,1997,Kharif     ,Rice,43189,115352,
Uttar Pradesh,VARANASI,1998,Kharif     ,Rice,49869,121321,
Uttar Pradesh,VARANASI,1999,Kharif     ,Rice,50073,136151,
Uttar Pradesh,VARANASI,2000,Kharif     ,Rice,50174,120656,
Uttar Pradesh,VARANASI,2001,Kharif     ,Rice,50666,126909,
Uttar Pradesh,VARANASI,2002,Kharif     ,Rice,49582,89166,
Uttar Pradesh,VARANASI,2003,Kharif     ,Rice,50096,133775,
Uttar Pradesh,VARANASI,2004,Kharif     ,Rice,48948,28319,
Uttar Pradesh,VARANASI,2005,Kharif     ,Rice,47369,72048,
Uttar Pradesh,VARANASI,2006,Kharif     ,Rice,60959,95645,
Uttar Pradesh,VARANASI,2007,Kharif     ,Rice,50910,86343,
Uttar Pradesh,VARANASI,2008,Kharif     ,Rice,51740,111034,
Uttar Pradesh,VARANASI,2009,Kharif     ,Rice,39295,58274,
Uttar Pradesh,VARANASI,2010,Kharif     ,Rice,42021,84882,
Uttar Pradesh,VARANASI,2011,Kharif     ,Rice,50950,112854,
Uttar Pradesh,VARANASI,2012,Kharif     ,Rice,42757,103814,
Uttar Pradesh,VARANASI,2013,Kharif     ,Rice,46938,100964,
Uttar Pradesh,VARANASI,2014,Kharif     ,Rice,43862,101848,
West Bengal,24 PARAGANAS NORTH,1997,Autumn     ,Rice,15017,33840,
West Bengal,24 PARAGANAS NORTH,1997,Summer     ,Rice,98044,269690,
West Bengal,24 PARAGANAS NORTH,1997,Winter     ,Rice,193202,381990,
West Bengal,24 PARAGANAS NORTH,1998,Autumn     ,Rice,21417,45870,
West Bengal,24 PARAGANAS NORTH,1998,Summer     ,Rice,114251,425881,
West Bengal,24 PARAGANAS NORTH,1998,Winter     ,Rice,199701,391190,
West Bengal,24 PARAGANAS NORTH,1999,Autumn     ,Rice,25760,60990,
West Bengal,24 PARAGANAS NORTH,1999,Summer     ,Rice,112461,345460,
West Bengal,24 PARAGANAS NORTH,1999,Winter     ,Rice,192944,423850,
West Bengal,24 PARAGANAS NORTH,2000,Autumn     ,Rice,28438,47660,
West Bengal,24 PARAGANAS NORTH,2000,Summer     ,Rice,109077,341715,
West Bengal,24 PARAGANAS NORTH,2000,Winter     ,Rice,136439,251580,
West Bengal,24 PARAGANAS NORTH,2001,Autumn     ,Rice,32824,75912,
West Bengal,24 PARAGANAS NORTH,2001,Summer     ,Rice,100153,316329,
West Bengal,24 PARAGANAS NORTH,2001,Winter     ,Rice,198499,463190,
West Bengal,24 PARAGANAS NORTH,2002,Autumn     ,Rice,17781,39008,
West Bengal,24 PARAGANAS NORTH,2002,Summer     ,Rice,88692,276560,
West Bengal,24 PARAGANAS NORTH,2002,Winter     ,Rice,180898,436010,
West Bengal,24 PARAGANAS NORTH,2003,Autumn     ,Rice,13747,33482,
West Bengal,24 PARAGANAS NORTH,2003,Summer     ,Rice,83792,265326,
West Bengal,24 PARAGANAS NORTH,2003,Winter     ,Rice,169933,402803,
West Bengal,24 PARAGANAS NORTH,2004,Autumn     ,Rice,18746,42098,
West Bengal,24 PARAGANAS NORTH,2004,Summer     ,Rice,89345,276187,
West Bengal,24 PARAGANAS NORTH,2004,Winter     ,Rice,157096,368303,
West Bengal,24 PARAGANAS NORTH,2005,Autumn     ,Rice,18148,43726,
West Bengal,24 PARAGANAS NORTH,2005,Summer     ,Rice,96675,283954,
West Bengal,24 PARAGANAS NORTH,2005,Winter     ,Rice,162284,389682,
West Bengal,24 PARAGANAS NORTH,2006,Autumn     ,Rice,17719,46279,
West Bengal,24 PARAGANAS NORTH,2006,Summer     ,Rice,89707,271884,
West Bengal,24 PARAGANAS NORTH,2006,Winter     ,Rice,170626,407810,
West Bengal,24 PARAGANAS NORTH,2007,Autumn     ,Rice,20861,44993,
West Bengal,24 PARAGANAS NORTH,2007,Summer     ,Rice,95528,294718,
West Bengal,24 PARAGANAS NORTH,2007,Winter     ,Rice,157175,404941,
West Bengal,24 PARAGANAS NORTH,2008,Autumn     ,Rice,22083,59411,
West Bengal,24 PARAGANAS NORTH,2008,Summer     ,Rice,95232,271409,
West Bengal,24 PARAGANAS NORTH,2008,Winter     ,Rice,157226,406213,
West Bengal,24 PARAGANAS NORTH,2009,Autumn     ,Rice,18839,50488,
West Bengal,24 PARAGANAS NORTH,2009,Summer     ,Rice,88725,276708,
West Bengal,24 PARAGANAS NORTH,2009,Winter     ,Rice,127578,331194,
West Bengal,24 PARAGANAS NORTH,2010,Autumn     ,Rice,18514,42008,
West Bengal,24 PARAGANAS NORTH,2010,Summer     ,Rice,77633,261587,
West Bengal,24 PARAGANAS NORTH,2010,Winter     ,Rice,127578,302957,
West Bengal,24 PARAGANAS NORTH,2011,Autumn     ,Rice,15789,42918,
West Bengal,24 PARAGANAS NORTH,2011,Summer     ,Rice,71962,225593,
West Bengal,24 PARAGANAS NORTH,2011,Winter     ,Rice,133756,329019,
West Bengal,24 PARAGANAS NORTH,2012,Autumn     ,Rice,13891,36080,
West Bengal,24 PARAGANAS NORTH,2012,Summer     ,Rice,70500,249051,
West Bengal,24 PARAGANAS NORTH,2012,Winter     ,Rice,133093,364032,
West Bengal,24 PARAGANAS NORTH,2013,Autumn     ,Rice,16286,46047,
West Bengal,24 PARAGANAS NORTH,2013,Summer     ,Rice,70880,231275,
West Bengal,24 PARAGANAS NORTH,2013,Winter     ,Rice,131943,391081,
West Bengal,24 PARAGANAS NORTH,2014,Autumn     ,Rice,15876,42913,
West Bengal,24 PARAGANAS NORTH,2014,Summer     ,Rice,70898,239229,
West Bengal,24 PARAGANAS NORTH,2014,Winter     ,Rice,139767,401623,
West Bengal,24 PARAGANAS SOUTH,1997,Autumn     ,Rice,2409,5270,
West Bengal,24 PARAGANAS SOUTH,1997,Summer     ,Rice,54664,135730,
West Bengal,24 PARAGANAS SOUTH,1997,Winter     ,Rice,373220,494160,
West Bengal,24 PARAGANAS SOUTH,1998,Autumn     ,Rice,4337,7600,
West Bengal,24 PARAGANAS SOUTH,1998,Summer     ,Rice,80890,241720,
West Bengal,24 PARAGANAS SOUTH,1998,Winter     ,Rice,363033,500380,
West Bengal,24 PARAGANAS SOUTH,1999,Autumn     ,Rice,5314,10920,
West Bengal,24 PARAGANAS SOUTH,1999,Summer     ,Rice,76997,216290,
West Bengal,24 PARAGANAS SOUTH,1999,Winter     ,Rice,373726,705620,
West Bengal,24 PARAGANAS SOUTH,2000,Autumn     ,Rice,6927,12540,
West Bengal,24 PARAGANAS SOUTH,2000,Summer     ,Rice,83471,226170,
West Bengal,24 PARAGANAS SOUTH,2000,Winter     ,Rice,335463,628220,
West Bengal,24 PARAGANAS SOUTH,2001,Autumn     ,Rice,11309,31783,
West Bengal,24 PARAGANAS SOUTH,2001,Summer     ,Rice,82240,235784,
West Bengal,24 PARAGANAS SOUTH,2001,Winter     ,Rice,336114,736064,
West Bengal,24 PARAGANAS SOUTH,2002,Autumn     ,Rice,14120,33419,
West Bengal,24 PARAGANAS SOUTH,2002,Summer     ,Rice,76088,212342,
West Bengal,24 PARAGANAS SOUTH,2002,Winter     ,Rice,343596,694975,
West Bengal,24 PARAGANAS SOUTH,2003,Autumn     ,Rice,16217,34196,
West Bengal,24 PARAGANAS SOUTH,2003,Summer     ,Rice,77367,219865,
West Bengal,24 PARAGANAS SOUTH,2003,Winter     ,Rice,353858,715537,
West Bengal,24 PARAGANAS SOUTH,2004,Autumn     ,Rice,3151,7148,
West Bengal,24 PARAGANAS SOUTH,2004,Summer     ,Rice,55881,184157,
West Bengal,24 PARAGANAS SOUTH,2004,Winter     ,Rice,338291,720977,
West Bengal,24 PARAGANAS SOUTH,2005,Autumn     ,Rice,2163,6267,
West Bengal,24 PARAGANAS SOUTH,2005,Summer     ,Rice,54729,157009,
West Bengal,24 PARAGANAS SOUTH,2005,Winter     ,Rice,339079,682030,
West Bengal,24 PARAGANAS SOUTH,2006,Autumn     ,Rice,8002,18174,
West Bengal,24 PARAGANAS SOUTH,2006,Summer     ,Rice,76956,229965,
West Bengal,24 PARAGANAS SOUTH,2006,Winter     ,Rice,330060,662961,
West Bengal,24 PARAGANAS SOUTH,2007,Autumn     ,Rice,780,1793,
West Bengal,24 PARAGANAS SOUTH,2007,Summer     ,Rice,67424,225880,
West Bengal,24 PARAGANAS SOUTH,2007,Winter     ,Rice,324295,569092,
West Bengal,24 PARAGANAS SOUTH,2008,Autumn     ,Rice,4374,9064,
West Bengal,24 PARAGANAS SOUTH,2008,Summer     ,Rice,70032,189306,
West Bengal,24 PARAGANAS SOUTH,2008,Winter     ,Rice,341567,721518,
West Bengal,24 PARAGANAS SOUTH,2009,Autumn     ,Rice,3375,7686,
West Bengal,24 PARAGANAS SOUTH,2009,Summer     ,Rice,66402,176732,
West Bengal,24 PARAGANAS SOUTH,2009,Winter     ,Rice,314183,620950,
West Bengal,24 PARAGANAS SOUTH,2010,Autumn     ,Rice,5755,11330,
West Bengal,24 PARAGANAS SOUTH,2010,Summer     ,Rice,68304,216360,
West Bengal,24 PARAGANAS SOUTH,2010,Winter     ,Rice,297915,628668,
West Bengal,24 PARAGANAS SOUTH,2011,Autumn     ,Rice,7396,17323,
West Bengal,24 PARAGANAS SOUTH,2011,Summer     ,Rice,67579,215172,
West Bengal,24 PARAGANAS SOUTH,2011,Winter     ,Rice,313946,670597,
West Bengal,24 PARAGANAS SOUTH,2012,Autumn     ,Rice,3887,8958,
West Bengal,24 PARAGANAS SOUTH,2012,Summer     ,Rice,60283,181321,
West Bengal,24 PARAGANAS SOUTH,2012,Winter     ,Rice,314185,714056,
West Bengal,24 PARAGANAS SOUTH,2013,Autumn     ,Rice,4033,10921,
West Bengal,24 PARAGANAS SOUTH,2013,Summer     ,Rice,72967,231508,
West Bengal,24 PARAGANAS SOUTH,2013,Winter     ,Rice,316815,747982,
West Bengal,24 PARAGANAS SOUTH,2014,Autumn     ,Rice,5050,12760,
West Bengal,24 PARAGANAS SOUTH,2014,Summer     ,Rice,63392,211431,
West Bengal,24 PARAGANAS SOUTH,2014,Winter     ,Rice,325501,794541,
West Bengal,BANKURA,1997,Autumn     ,Rice,38211,88120,
West Bengal,BANKURA,1997,Summer     ,Rice,44617,135640,
West Bengal,BANKURA,1997,Winter     ,Rice,354447,973590,
West Bengal,BANKURA,1998,Autumn     ,Rice,34676,84680,
West Bengal,BANKURA,1998,Summer     ,Rice,56806,151825,
West Bengal,BANKURA,1998,Winter     ,Rice,294528,692470,
West Bengal,BANKURA,1999,Autumn     ,Rice,33206,76320,
West Bengal,BANKURA,1999,Summer     ,Rice,46486,126610,
West Bengal,BANKURA,1999,Winter     ,Rice,332424,794130,
West Bengal,BANKURA,2000,Autumn     ,Rice,22835,50450,
West Bengal,BANKURA,2000,Summer     ,Rice,39297,130899,
West Bengal,BANKURA,2000,Winter     ,Rice,333437,812060,
West Bengal,BANKURA,2001,Autumn     ,Rice,27144,69067,
West Bengal,BANKURA,2001,Summer     ,Rice,57043,140037,
West Bengal,BANKURA,2001,Winter     ,Rice,352283,1013371,
West Bengal,BANKURA,2002,Autumn     ,Rice,21786,59915,
West Bengal,BANKURA,2002,Summer     ,Rice,37953,113138,
West Bengal,BANKURA,2002,Winter     ,Rice,260685,756459,
West Bengal,BANKURA,2003,Autumn     ,Rice,20292,54153,
West Bengal,BANKURA,2003,Summer     ,Rice,35247,105837,
West Bengal,BANKURA,2003,Winter     ,Rice,264939,706993,
West Bengal,BANKURA,2004,Autumn     ,Rice,19366,53030,
West Bengal,BANKURA,2004,Summer     ,Rice,39644,102938,
West Bengal,BANKURA,2004,Winter     ,Rice,287815,802518,
West Bengal,BANKURA,2005,Autumn     ,Rice,15721,39188,
West Bengal,BANKURA,2005,Summer     ,Rice,55091,127113,
West Bengal,BANKURA,2005,Winter     ,Rice,316127,847144,
West Bengal,BANKURA,2006,Autumn     ,Rice,20337,53240,
West Bengal,BANKURA,2006,Summer     ,Rice,50430,139200,
West Bengal,BANKURA,2006,Winter     ,Rice,336129,945567,
West Bengal,BANKURA,2007,Autumn     ,Rice,20445,55077,
West Bengal,BANKURA,2007,Summer     ,Rice,67600,192173,
West Bengal,BANKURA,2007,Winter     ,Rice,328783,926283,
West Bengal,BANKURA,2008,Autumn     ,Rice,20880,55169,
West Bengal,BANKURA,2008,Summer     ,Rice,46705,128304,
West Bengal,BANKURA,2008,Winter     ,Rice,303565,842313,
West Bengal,BANKURA,2009,Autumn     ,Rice,13467,40636,
West Bengal,BANKURA,2009,Summer     ,Rice,45623,119400,
West Bengal,BANKURA,2009,Winter     ,Rice,318205,844882,
West Bengal,BANKURA,2010,Autumn     ,Rice,12991,29828,
West Bengal,BANKURA,2010,Summer     ,Rice,37048,110442,
West Bengal,BANKURA,2010,Winter     ,Rice,147983,367221,
West Bengal,BANKURA,2011,Autumn     ,Rice,16517,45377,
West Bengal,BANKURA,2011,Summer     ,Rice,42505,104441,
West Bengal,BANKURA,2011,Winter     ,Rice,317968,969693,
West Bengal,BANKURA,2012,Autumn     ,Rice,19012,55954,
West Bengal,BANKURA,2012,Summer     ,Rice,34831,113038,
West Bengal,BANKURA,2012,Winter     ,Rice,322444,864752,
West Bengal,BANKURA,2013,Autumn     ,Rice,19717,50308,
West Bengal,BANKURA,2013,Summer     ,Rice,40009,120562,
West Bengal,BANKURA,2013,Winter     ,Rice,317884,874486,
West Bengal,BANKURA,2014,Autumn     ,Rice,21698,68762,
West Bengal,BANKURA,2014,Summer     ,Rice,40185,120678,
West Bengal,BANKURA,2014,Winter     ,Rice,294204,794716,
West Bengal,BARDHAMAN,1997,Autumn     ,Rice,34675,91590,
West Bengal,BARDHAMAN,1997,Summer     ,Rice,201048,691690,
West Bengal,BARDHAMAN,1997,Winter     ,Rice,417834,1146060,
West Bengal,BARDHAMAN,1998,Autumn     ,Rice,34681,101480,
West Bengal,BARDHAMAN,1998,Summer     ,Rice,249525,882289,
West Bengal,BARDHAMAN,1998,Winter     ,Rice,416509,1161520,
West Bengal,BARDHAMAN,1999,Autumn     ,Rice,35163,84840,
West Bengal,BARDHAMAN,1999,Summer     ,Rice,228995,773640,
West Bengal,BARDHAMAN,1999,Winter     ,Rice,414208,1000580,
West Bengal,BARDHAMAN,2000,Autumn     ,Rice,18791,34070,
West Bengal,BARDHAMAN,2000,Summer     ,Rice,219769,839305,
West Bengal,BARDHAMAN,2000,Winter     ,Rice,344094,698020,
West Bengal,BARDHAMAN,2001,Autumn     ,Rice,21097,55797,
West Bengal,BARDHAMAN,2001,Summer     ,Rice,218525,719603,
West Bengal,BARDHAMAN,2001,Winter     ,Rice,420467,1155222,
West Bengal,BARDHAMAN,2002,Autumn     ,Rice,26341,76201,
West Bengal,BARDHAMAN,2002,Summer     ,Rice,216157,650283,
West Bengal,BARDHAMAN,2002,Winter     ,Rice,404986,1204889,
West Bengal,BARDHAMAN,2003,Autumn     ,Rice,18420,51773,
West Bengal,BARDHAMAN,2003,Summer     ,Rice,215469,699200,
West Bengal,BARDHAMAN,2003,Winter     ,Rice,421645,1257087,
West Bengal,BARDHAMAN,2004,Autumn     ,Rice,17119,52128,
West Bengal,BARDHAMAN,2004,Summer     ,Rice,200398,609379,
West Bengal,BARDHAMAN,2004,Winter     ,Rice,416657,1231421,
West Bengal,BARDHAMAN,2005,Autumn     ,Rice,14641,44609,
West Bengal,BARDHAMAN,2005,Summer     ,Rice,207192,558393,
West Bengal,BARDHAMAN,2005,Winter     ,Rice,417180,1365492,
West Bengal,BARDHAMAN,2006,Autumn     ,Rice,13530,43731,
West Bengal,BARDHAMAN,2006,Summer     ,Rice,209769,721948,
West Bengal,BARDHAMAN,2006,Winter     ,Rice,419514,1201310,
West Bengal,BARDHAMAN,2007,Autumn     ,Rice,17567,51880,
West Bengal,BARDHAMAN,2007,Summer     ,Rice,203741,679998,
West Bengal,BARDHAMAN,2007,Winter     ,Rice,414468,1126762,
West Bengal,BARDHAMAN,2008,Autumn     ,Rice,15358,44529,
West Bengal,BARDHAMAN,2008,Summer     ,Rice,233697,661427,
West Bengal,BARDHAMAN,2008,Winter     ,Rice,417486,1170211,
West Bengal,BARDHAMAN,2009,Autumn     ,Rice,12066,35141,
West Bengal,BARDHAMAN,2009,Summer     ,Rice,230750,744206,
West Bengal,BARDHAMAN,2009,Winter     ,Rice,429698,1271906,
West Bengal,BARDHAMAN,2010,Autumn     ,Rice,9285,26478,
West Bengal,BARDHAMAN,2010,Summer     ,Rice,189443,585863,
West Bengal,BARDHAMAN,2010,Winter     ,Rice,364128,1053602,
West Bengal,BARDHAMAN,2011,Autumn     ,Rice,10169,30638,
West Bengal,BARDHAMAN,2011,Summer     ,Rice,169333,476332,
West Bengal,BARDHAMAN,2011,Winter     ,Rice,413299,1242347,
West Bengal,BARDHAMAN,2012,Autumn     ,Rice,9293,28765,
West Bengal,BARDHAMAN,2012,Summer     ,Rice,163328,592495,
West Bengal,BARDHAMAN,2012,Winter     ,Rice,420798,1301195,
